dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,1,xgboost,750,250,fraction,0.7904,0.08267878722422756,0.1717463770151465,clean held-out test set (no pre-training detector reused),0.7964497041420118,0.030534422842115272,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.024096385542168676,1,logreg,750,250,fraction,0.7894857142857143,0.06876354595730974,0.16927711191605038,clean held-out test set (no pre-training detector reused),0.7904761904761906,0.08526345449422368,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.024096385542168676,1,xgboost,750,250,fraction,0.7926857142857143,0.08330385159514844,0.16915593687588618,clean held-out test set (no pre-training detector reused),0.8035502958579882,0.01696252465483228,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.04819277108433735,1,logreg,750,250,fraction,0.7887238095238096,0.06291506851187273,0.16957245229057674,clean held-out test set (no pre-training detector reused),0.7841269841269841,0.09161266084343023,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.04819277108433735,1,xgboost,750,250,fraction,0.7908571428571428,0.08447586894733831,0.16958771886269733,clean held-out test set (no pre-training detector reused),0.7881656804733728,0.08362919132149904,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.1,0.0963855421686747,1,logreg,750,250,fraction,0.7865142857142857,0.07976664586505752,0.1705758594747982,clean held-out test set (no pre-training detector reused),0.7936507936507937,0.07853855546163235,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.1,0.0963855421686747,1,xgboost,750,250,fraction,0.7904761904761904,0.07601124402368441,0.16957315710739368,clean held-out test set (no pre-training detector reused),0.7692307692307693,0.07326007326007322,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.2,0.20481927710843373,1,logreg,750,250,fraction,0.7908571428571428,0.06910753161803415,0.16860060427868667,clean held-out test set (no pre-training detector reused),0.7952380952380953,0.08050154973231893,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.2,0.20481927710843373,1,xgboost,750,250,fraction,0.7809523809523811,0.10797851576493123,0.17545799733367656,clean held-out test set (no pre-training detector reused),0.7715976331360946,0.08920822766976622,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.3,0.30120481927710846,1,logreg,750,250,fraction,0.7913142857142856,0.07279811654202381,0.16838866663618324,clean held-out test set (no pre-training detector reused),0.7793650793650794,0.09992486146332302,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.3,0.30120481927710846,1,xgboost,750,250,fraction,0.7885714285714287,0.07819136301707477,0.17326863315007301,clean held-out test set (no pre-training detector reused),0.7940828402366864,0.04840800225415609,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.4,0.39759036144578314,1,logreg,750,250,fraction,0.7955047619047619,0.07750957632861304,0.16728700671272587,clean held-out test set (no pre-training detector reused),0.7841269841269842,0.09161266084343012,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.4,0.39759036144578314,1,xgboost,750,250,fraction,0.7907809523809524,0.0789941534101963,0.16948911274758072,clean held-out test set (no pre-training detector reused),0.8071005917159764,0.03539025077486613,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,2,logreg,750,250,fraction,0.7609142857142858,0.08076451236633456,0.17691248204051446,clean held-out test set (no pre-training detector reused),0.74,0.06905752753977967,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,2,xgboost,750,250,fraction,0.7735619047619048,0.11325770493992604,0.17975877021140138,clean held-out test set (no pre-training detector reused),0.6727272727272727,0.16815400022254368,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.03488372093023256,2,logreg,750,250,fraction,0.7584000000000001,0.07975532723561693,0.17877986798074919,clean held-out test set (no pre-training detector reused),0.7354545454545455,0.06136308000445079,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.03488372093023256,2,xgboost,750,250,fraction,0.7709714285714285,0.10656348480610175,0.18086568714929557,clean held-out test set (no pre-training detector reused),0.6272727272727272,0.21116056526093252,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.046511627906976744,2,logreg,750,250,fraction,0.7610666666666667,0.07096723419501091,0.1770457544155604,clean held-out test set (no pre-training detector reused),0.7372727272727273,0.06688883943473911,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.046511627906976744,2,xgboost,750,250,fraction,0.7795809523809525,0.0951170823604334,0.1758083352465552,clean held-out test set (no pre-training detector reused),0.6681818181818181,0.175147435184155,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.1,0.10465116279069768,2,logreg,750,250,fraction,0.7622095238095238,0.0712871915143022,0.1776937872707458,clean held-out test set (no pre-training detector reused),0.7327272727272727,0.07633025481250699,3.0
